Gen_Index,Fuel_Cost	,Pmin,start_cost,Can_Spin,Min_Up,Min_Down
Ladysmith GT 3,48.498566932629004,0.25,3995.0000000000005,1,2,1
Ladysmith GT 4,48.498566932629004,0.25,4000.0,1,2,1
Ladysmith GT 5,48.498566932629004,0.25,4015.0,1,2,1
Mone 1,53.626481897670004,0.25,4377.5,1,2,1
Mone 3,53.626481897670004,0.25,4377.5,1,2,1
Mone 2,53.626481897670004,0.25,4250.0,1,2,1
Amelia Landfill,123.644444443,0.25,400.0,1,2,1
Clayton 2,62.605852943535,0.25,1275.0,1,2,1
Clayton 1 (Beasley),62.605852943535,0.25,1250.0,1,2,1
Mickleton CT 1,79.226184686715,0.25,1975.0,1,2,1
Three Mile Island 1,5.229563675,0.9,405000.0,1,20,20
Croydon 11,71.20166763699,0.25,1625.0,1,2,1
Croydon 21,71.20166763699,0.25,1500.0,1,2,1
Croydon 32,71.20166763699,0.25,1500.0,1,2,1
Croydon 12,71.20166763699,0.25,1625.0,1,2,1
Croydon 22,71.20166763699,0.25,1625.0,1,2,1
Croydon 31,71.20166763699,0.25,1625.0,1,2,1
Croydon 41,71.20166763699,0.25,1625.0,1,2,1
Croydon 42,71.20166763699,0.25,1475.0,1,2,1
Gavin 1,20.582456714400003,0.4,133010.0,1,6,6
Gavin 2,20.582456714400003,0.4,135000.0,1,6,6
Seneca 1,0.0,0.0,0.0,1,10,8
Seneca 3,0.0,0.0,0.0,1,10,8
Seneca 2,0.0,0.0,0.0,1,10,8
Cheswick 1,23.406339516,0.4,58800.0,1,6,6
Glen Gardner A3,49.414422514545,0.25,650.0,1,2,1
Glen Gardner B8,49.414422514545,0.25,650.0,1,2,1
Glen Gardner B6,49.414422514545,0.25,650.0,1,2,1
Glen Gardner A4,49.414422514545,0.25,650.0,1,2,1
Glen Gardner B7,49.414422514545,0.25,650.0,1,2,1
Glen Gardner B5,49.414422514545,0.25,650.0,1,2,1
Glen Gardner A2,49.414422514545,0.25,650.0,1,2,1
Glen Gardner A1,49.414422514545,0.25,650.0,1,2,1
E.D. Edwards 3,21.358689282,0.4,36400.0,1,6,6
E.D. Edwards 1,21.70291473,0.4,11700.0,1,6,6
E.D. Edwards 2,21.358689282,0.4,27300.0,1,6,6
Coffeen 1,23.925724221,0.4,34000.0,1,6,6
Coffeen 2,23.925724221,0.4,58410.0,1,6,6
Dresden 3,5.229563815,0.9,449550.0,1,20,20
Dresden 2,5.229563815,0.9,451000.0,1,20,20
Joliet 6,26.531428434000002,0.4,29000.0,1,6,6
Kincaid 1,22.688213688,0.4,55400.0,1,6,6
Kincaid 2,22.688213688,0.4,57010.0,1,6,6
Powerton 6,25.036703643000003,0.4,76900.0,1,6,6
Powerton 5,25.036703643000003,0.4,76900.0,1,6,6
Quad Cities 1,5.229563855,0.9,454000.0,1,20,20
Quad Cities 2,5.229563855,0.9,455500.0,1,20,20
Waukegan 7,22.907013759,0.4,32800.0,1,6,6
Waukegan 32,53.455152821895,0.25,1375.0,1,2,1
Waukegan 31,53.455152821895,0.25,1325.0,1,2,1
Waukegan 8,22.907013759,0.4,36100.0,1,6,6
Will County 4,21.027066879000003,0.4,51510.0,1,6,6
Will County 3,21.027066879000003,0.4,26010.000000000004,1,6,6
Fisk 34,80.65952894240999,0.25,1250.0,1,2,1
Fisk 33,80.65952894240999,0.25,1227.5,1,2,1
Fisk 32,80.65952894240999,0.25,1375.0,1,2,1
Fisk 31,80.65952894240999,0.25,1375.0,1,2,1
Joppa 6,23.015805603,0.4,16700.0,1,6,6
Joppa 5,23.015805603,0.4,16700.0,1,6,6
Joppa 3,23.015805603,0.4,16700.0,1,6,6
Joppa 2,23.015805603,0.4,16700.0,1,6,6
Joppa 4,23.015805603,0.4,17300.0,1,6,6
Joppa 1,23.015805603,0.4,16700.0,1,6,6
Hennepin 2,23.491971152999998,0.4,22600.0,1,6,6
Hennepin 1,23.491971152999998,0.4,7600.0,1,6,6
Clifty Creek 6,22.557757698,0.4,20500.0,1,6,6
Clifty Creek 4,22.557757698,0.4,20500.0,1,6,6
Clifty Creek 3,22.557757698,0.4,20500.0,1,6,6
Clifty Creek 5,22.557757698,0.4,20500.0,1,6,6
Clifty Creek 1,22.557757698,0.4,20500.0,1,6,6
Clifty Creek 2,22.557757698,0.4,20500.0,1,6,6
Elkhart 3,0.0,0.0,0.0,1,10,8
Elkhart 2,0.0,0.0,0.0,1,10,8
Elkhart 1,0.0,0.0,0.0,1,10,8
Tanners Ck 2,21.70291473,0.4,14510.0,1,6,6
Tanners Ck 1,21.70291473,0.4,14500.0,1,6,6
Tanners Ck 3,21.70291473,0.4,20310.0,1,6,6
Tanners Ck 4,21.70291473,0.4,50000.0,1,6,6
Twinbrnch 5,0.0,0.0,0.0,1,10,8
Twinbrnch 2,0.0,0.0,0.0,1,10,8
Twinbrnch 4,0.0,0.0,0.0,1,10,8
Twinbrnch 1,0.0,0.0,0.0,1,10,8
Twinbrnch 8,0.0,0.0,0.0,1,10,8
Twinbrnch 6,0.0,0.0,0.0,1,10,8
Twinbrnch 7,0.0,0.0,0.0,1,10,8
Twinbrnch 3,0.0,0.0,0.0,1,10,8
DR1,3500.0,0.0,0.0,0,0,0
DR2,3500.0,0.0,0.0,0,0,0
DR3,3500.0,0.0,0.0,0,0,0
DR4,3500.0,0.0,0.0,0,0,0
DR5,3500.0,0.0,0.0,0,0,0
